TIMESTAMP,U10,V10,U100,V100,POWER
20180228 13:00,-10.5965,-1.36513,-13.300999999999998,-1.48885,0.7741555086866211
20180228 14:00,-10.7454,-1.15625,-13.5679,-1.28559,0.7817523056902741
20180228 15:00,-10.6445,-1.37151,-13.5639,-1.52591,0.7914114414817891
20180228 16:00,-10.8891,-1.4142299999999999,-14.0197,-1.57152,0.7947062400025071
20180228 17:00,-9.02105,-2.31086,-11.7271,-2.71211,0.784537082047649
20180228 18:00,-9.96305,-2.19453,-13.027000000000001,-2.49265,0.76503596132526
20180228 19:00,-9.08527,-1.7161,-11.9879,-1.9370900000000002,0.7452814935513822
20180228 20:00,-9.77183,-0.99013,-12.9345,-1.09401,0.666376625200934
20180228 21:00,-9.93655,-1.4613399999999999,-13.1529,-1.6413200000000001,0.665493774310049
20180228 22:00,-9.64931,-1.6602400000000002,-12.7858,-1.87863,0.740841663627685
20180228 23:00,-9.38556,-1.69723,-12.4155,-1.95747,0.699802817380656
20180301 00:00,-9.100489999999999,-1.74532,-12.0344,-2.01796,0.710394826492786
